division,year,disaster_number,incident_number,incident_name,start_date,fiscal_year,incident_state,disaster_type,disaster_level,total_destroyed_major,total_units_affected,verified_deaths,verified_hospitalized_ill_injured,total_client_shelters_opened,total_overnight_shelter_stays,x_new_shelter_registrations,total_volunters
SE and Caribbean,2007,803-08,81084,Spring Haven Apt Fire,11/27/07,2008,TN,FIR,2,16,16,0,0,0,0,0,5
SE and Caribbean,2007,819-08,81158,Lakeshore Club Apartments,11/29/07,2008,FL,FIR,2,12,12,0,0,0,0,0,14
Northeast,2007,214-08,81316,"White Plains, NY 11/07 MFF",11/30/07,2008,NY,FIR,2,5,5,0,10,0,0,0,18
Northeast,2007,588-08,81319,"811, 813 11th Street, Unio",12/1/07,2008,NJ,FIR,2,6,6,0,0,1,26,10,10
Crossroads,2007,052-08,81397,"East Cleveland, OH 12/07 M",12/2/07,2008,OH,FIR,2,35,35,0,1,0,0,0,15
Pacific,2007,822-08,81272,Western WA 12/07 FLD,12/3/07,2008,WA,FLD,4,938,3552,5,36,25,1225,500,411
Pacific,2007,823-08,81271,Northern WA 12/07 Flood,12/3/07,2008,WA,FLD,1,0,0,0,0,0,0,0,0
Pacific,2007,824-08,81305,Western Oregon 12/07 FLD,12/3/07,2008,OR,FLD,4,163,1560,5,4,16,1917,537,459
Pacific,2007,318-08,81423,Hawaii 12/07 Storms,12/4/07,2008,HI,OST,3,29,172,0,0,6,30,33,82
SWARM,2007,827-08,81395,Las Vegas NV 12/07 MFF,12/4/07,2008,NV,FIR,2,16,16,2,0,0,0,0,21
Northeast,2007,826-08,81314,"Everett, MA 12/07 EXP",12/5/07,2008,MA,EXP,2,12,118,0,0,1,0,184,23
Northeast,2007,176-08,81409,Haverhill MA 12/07 MFF,12/7/07,2008,MA,FIR,2,17,32,0,4,1,19,7,28
North Central,2007,410-08,81436,Green Bay WI 12/07 FIR,12/8/07,2008,WI,FIR,2,33,78,0,0,1,8,104,45
North Central,2007,463-08,81435,MO Winter Storm 12/07 BLI,12/9/07,2008,MO,BLI,3,646,646,3,33,60,4056,875,399
SWARM,2007,512-08,81505,Oklahoma 12/07 OST,12/9/07,2008,OK,BLI,4,378,383767,2,3,41,10969,2855,565
SE and Caribbean,2007,510-08,81456,"Albany, GA 12/07 MFF",12/10/07,2008,GA,FIR,2,28,95,0,0,0,0,0,17
North Central,2007,672-08,81533,Kansas Winter Storm 12/07,12/11/07,2008,KS,BLI,4,5,356,0,6,31,5174,1864,347
SWARM,2007,018-08,81610,"Las Vegas, NV 12/07 MFF2",12/13/07,2008,NV,FIR,2,10,13,0,9,0,0,0,12
Crossroads,2007,059-08,81694,WV 12/08 FLD,12/14/07,2008,WV,FLD,2,16,35,0,0,4,0,13,66
Northeast,2007,034-08,81648,Gloucester MA 12/07 MFF,12/15/07,2008,MA,FIR,2,20,36,1,0,1,0,0,33
SE and Caribbean,2007,041-08,81655,South Georgia 12/07 TOR,12/15/07,2008,GA,TOR,1,28,85,1,0,1,3,3,17
SE and Caribbean,2007,060-08,81828,South MS 12/07 Windstorm,12/20/07,2008,MS,TOR,2,27,30,0,5,0,0,0,23
Northeast,2007,063-08,81923,Lawrence MA 12/07 MFF,12/24/07,2008,MA,FIR,1,6,6,0,0,0,0,0,7
Northeast,2007,064-08,81947,Cabot St Beverly MA 12/07,12/26/07,2008,MA,FIR,2,6,6,0,0,0,0,0,32
SWARM,2007,067-08,82071,"Little Rock, AR 12/07 MFF",12/27/07,2008,AR,FIR,2,21,40,0,5,0,0,0,10
Northeast,2007,066-08,82066,"FLEMINGTON, NJ 12/07 MFF",12/29/07,2008,NJ,FIR,2,8,12,0,0,0,0,0,6
North Central,2007,090-08,82295,12/2007 Oak Forest IL Fire,12/29/07,2008,IL,FIR,1,36,36,3,0,1,40,40,16
Mid Atlantic,2007,711-08,82181,Church Street Square Apt F,12/30/07,2008,VA,FIR,1,0,0,0,0,0,0,0,0
Crossroads,2008,028-08,90664,Indianapolis IN 6/08 MFF,6/30/08,2009,IN,FIR,2,20,20,0,0,1,4,0,15
SWARM,2008,670-09,91461,OK City Bombin Rec. Prog.,7/1/08,2009,OK,EXP,5,0,0,0,0,0,0,0,138
Crossroads,2008,029-09,91000,"Toledo, OH 7/08 MFF",7/5/08,2009,OH,FIR,3,123,123,0,0,1,0,19,27
Northeast,2008,050-09,91213,"Schenectady, NY 7/08 MFF",7/5/08,2009,NY,FIR,2,12,12,0,0,0,0,0,5
North Central,2008,053-09,91255,Central ND 07/08 Tornado,7/7/08,2009,ND,TOR,2,38,95,0,2,0,0,0,21
SE and Caribbean,2008,140-09,91155,ChatanogaTN 8/08 Hotel Fir,7/7/08,2009,TN,FIR,2,25,25,0,0,0,0,0,5
Northeast,2008,046-09,91206,"Springfield, VT 7/08 MFF",7/8/08,2009,VT,FIR,2,22,22,0,0,1,0,17,19
Northeast,2008,049-09,91200,"Lowell, MA 07/08 MFF",7/9/08,2009,MA,FIR,2,7,7,0,0,0,0,0,9
Pacific,2008,077-09,91330,Saipan NMI 07/08 MFF,7/9/08,2009,MP,FIR,2,88,88,0,0,0,0,0,10
SWARM,2008,056-09,91262,PASADENA TX 07/08 MFF,7/11/08,2009,TX,FIR,2,43,120,1,0,1,0,0,11
SWARM,2008,061-09,91263,"Boulder, CO 07/08 MFF",7/12/08,2009,CO,FIR,2,27,27,0,0,0,0,0,16
Crossroads,2008,071-09,91264,"Weston, OH 07/08 MFF",7/13/08,2009,OH,FIR,2,8,8,2,2,0,0,0,7
SE and Caribbean,2008,119-09,91420,Pasco Co FL 7/08 FLT,7/13/08,2009,FL,FLT,2,7,11,0,0,1,6,6,13
Mid Atlantic,2008,082-09,91361,Lebanon PA 7/08 MFF,7/14/08,2009,PA,FIR,2,20,20,1,1,0,0,0,6
Northeast,2008,215-09,91406,Bronx NY 7/08 MFF,7/17/08,2009,NY,FIR,2,10,52,0,4,0,0,0,9
SWARM,2008,642-09,91678,"Tyler, TX 7/08 MFF",7/18/08,2009,TX,FIR,2,14,14,0,0,0,0,0,2
SE and Caribbean,2008,196-09,91430,Baton Rouge LA 7/08 MFF,7/19/08,2009,LA,FIR,1,14,14,0,0,1,0,0,18
SWARM,2008,206-09,91470,Hurr Dolly So TX 7/08 Hurr,7/23/08,2009,TX,HUR,5,101,6875,0,7,10,5806,1425,641
Northeast,2008,289-09,91511,Epsom NH 7/08 TOR,7/24/08,2009,NH,TOR,2,26,98,1,13,2,0,1,16
SE and Caribbean,2008,290-09,91538,"Terrytown, LA 7/08 MFF",7/25/08,2009,LA,FIR,2,8,8,0,0,0,0,0,3
Pacific,2008,598-09,91597,Mariposa CA 7/08 FOR,7/25/08,2009,CA,FOR,2,30,230,0,4,2,168,53,64
Crossroads,2008,322-09,91594,"Welch, WV 7/08 MFF",7/26/08,2009,WV,FIR,2,60,60,0,0,1,0,0,14
Crossroads,2008,344-09,91590,"Indianapolis, IN 7/08 MFF",7/27/08,2009,IN,FIR,2,13,13,0,0,0,0,0,4
SWARM,2008,389-09,91580,SW NM Dolly 7/08 Floods,7/27/08,2009,NM,HUR,3,268,946,1,24,1,20,10,23
SWARM,2008,099-09,91791,Tulsa OK 8/08 MFF,7/29/08,2009,OK,FIR,2,30,30,0,0,0,0,0,15
Northeast,2008,612-09,91612,"Pittsfield, MA 7/08 MFF",7/29/08,2009,MA,FIR,2,14,18,0,0,0,0,0,12
North Central,2008,626-09,91700,"Owatonna, MN 7/08 TRA",7/31/08,2009,MN,TRA,1,0,0,8,1,0,0,0,18
Northeast,2008,092-09,91721,Brooklyn NY 8/08 MFF,8/1/08,2009,NY,FIR,2,17,75,0,2,1,48,48,52
SWARM,2008,083-09,91792,TX 08/2008 TS Edouard,8/4/08,2009,TX,HUR,2,0,20,0,0,0,0,0,27
SE and Caribbean,2008,084-09,91707,LA 8/08 TS Edouard,8/4/08,2009,LA,HUR,1,3,3,0,0,1,11,11,17
Crossroads,2008,104-09,91885,NW IN 8/08 TOR,8/4/08,2009,IN,TOR,1,55,318,0,0,0,0,7,23
SWARM,2008,940-09,91837,Dem Nat Conv CO 08/08 OTH,8/7/08,2009,CO,OTH,2,0,0,0,0,0,0,0,45
North Central,2008,941-09,91839,Rep Nat Conv MN 09/08 OTH,8/7/08,2009,MN,OTH,2,0,0,0,0,0,0,0,27
SWARM,2008,101-09,91852,"Sherman, TX 8/08 TRA",8/8/08,2009,TX,TRA,2,0,0,17,101,0,0,0,45
Northeast,2008,106-09,92086,"Rensselaer, NY 8/08 FLD",8/11/08,2009,NY,FLD,1,10,46,0,0,1,0,0,36
Crossroads,2008,112-09,92058,"Lansing, MI 8/08 MFF",8/13/08,2009,MI,FIR,2,21,21,0,0,0,0,0,25
Mid Atlantic,2008,115-09,92136,Conshohochen MFF,8/13/08,2009,PA,FIR,2,150,300,0,0,0,0,0,51
Crossroads,2008,113-09,92071,"Albion, MI 8/08 MFF",8/14/08,2009,MI,FIR,2,73,73,0,9,1,32,1,26
Pacific,2008,122-09,92120,"Vallejo, CA 8/08 MFF",8/15/08,2009,CA,FIR,3,31,122,4,4,1,0,88,67
SE and Caribbean,2008,117-09,92119,TS Fay 8/08 FL,8/16/08,2009,FL,HUR,4,668,3562,15,252,125,19118,2725,1309
SWARM,2008,133-09,92126,SupaiVillage AZ 8/08 Flood,8/17/08,2009,AZ,FLD,1,0,0,0,0,1,38,122,24
SWARM,2008,325-09,92766,Central NM Storm,8/17/08,2009,NM,OST,1,25,223,0,0,0,0,0,0
SWARM,2008,144-09,92150,Texas 8/08 Flood,8/19/08,2009,TX,FLD,4,79,1427,0,26,3,282,143,105
SE and Caribbean,2008,145-09,92163,TS Fay 8/08 S GA,8/19/08,2009,GA,HUR,2,65,201,1,4,3,109,63,94
Northeast,2008,274-09,92434,Port Chester NY 8-08 MFF,8/23/08,2009,NY,FIR,2,2,4,0,0,2,48,16,26
SE and Caribbean,2008,146-09,92338,Hurricane Gustav 8/08 AL,8/26/08,2009,AL,HUR,4,0,108,0,282,65,54043,14518,1901
SE and Caribbean,2008,158-09,92339,Hurricane Gustav 8/08 MS,8/26/08,2009,MS,HUR,5,284,2508,0,0,83,29391,5282,663
SE and Caribbean,2008,159-09,92340,Hurricane Gustav 8/08 LA,8/26/08,2009,LA,HUR,7,3210,25041,10,411,111,87068,31405,4459
SWARM,2008,160-09,92341,Hurricane Gustav 8/08 TX,8/26/08,2009,TX,HUR,4,0,0,0,10,162,23583,11843,1585
Mid Atlantic,2008,167-09,92380,TS Fay 8/08 NC,8/27/08,2009,NC,HUR,3,155,206,0,0,3,51,310,84
Crossroads,2008,177-09,92404,HUR Gustav 8/08 KY Evac.,8/29/08,2009,KY,HUR,3,0,0,0,152,6,10591,1496,718
SE and Caribbean,2008,178-09,92405,HUR Gustav 8/08 TN Evac,8/29/08,2009,TN,HUR,4,0,0,0,58,45,32911,6886,2241
SE and Caribbean,2008,182-09,92406,HUR Gustav 8/08 GA Evac.,8/29/08,2009,GA,HUR,2,0,0,5,5,20,1975,858,355
SWARM,2008,188-09,92407,HUR Gustav 8/08 AR Evac.,8/29/08,2009,AR,HUR,3,0,0,0,5,15,4368,1951,530
SWARM,2008,194-09,92408,HUR Gustav 8/08 OK Evac.,8/29/08,2009,OK,HUR,2,0,0,0,79,4,5585,1721,273
North Central,2008,201-09,92403,HUR Gustav 8/08 MO Evacuee,8/29/08,2009,MO,HUR,2,0,0,0,0,4,29,40,150
Crossroads,2008,205-09,92402,HUR Gustav 8/08 IN Evacuee,8/29/08,2009,IN,HUR,1,0,0,0,0,0,0,0,0
Mid Atlantic,2008,210-09,92453,HUR Gustav 8/08 Resp Ctr,8/30/08,2009,DC,HUR,4,0,0,0,0,0,0,0,187
Northeast,2008,250-09,92519,"Peabody, MA 08-08 MFF",8/30/08,2009,MA,FIR,2,6,20,0,0,0,0,0,16
Crossroads,2008,252-09,92552,"Anderson, IN 8/08 MFF",8/31/08,2009,IN,FIR,2,15,15,0,0,0,0,0,4
SE and Caribbean,2008,171-09,92410,Hurr Gustav 8/08 NW FL,9/1/08,2009,FL,HUR,2,2,39,0,1,22,1277,515,92
Mid Atlantic,2008,211-09,92414,HUR Hanna 9/08 NC,9/1/08,2009,NC,HUR,3,1,6,0,0,50,903,1229,309
Mid Atlantic,2008,216-09,92415,HUR Hanna 9/08 SC,9/1/08,2009,SC,HUR,1,0,0,0,0,0,0,0,0
SE and Caribbean,2008,219-09,92416,HUR Hanna 9/08 FL,9/1/08,2009,FL,HUR,1,0,0,0,0,0,0,0,56
SE and Caribbean,2008,220-09,92417,HUR Hanna 9/08 GA,9/1/08,2009,GA,HUR,1,0,0,0,0,0,0,0,6
SWARM,2008,238-09,92492,HUR IKE 9/08 TX/FL,9/4/08,2009,TX,HUR,7,19798,54822,38,171,235,217449,29858,6374
Mid Atlantic,2008,246-09,92655,TS Hanna 9/08 N. VA Flood,9/6/08,2009,VA,HUR,1,0,0,0,1,0,0,5,23
Northeast,2008,281-09,92746,TS Hanna 9/08 Clinton MA,9/6/08,2009,MA,HUR,2,14,14,0,0,1,36,0,0
Mid Atlantic,2008,010-09,92591,HUR Gustav/Ike 9/08 IA,9/8/08,2009,DC,HUR,4,0,0,0,0,0,0,0,0
Crossroads,2008,253-09,92644,"Lansing, MI 9/08 MFF",9/11/08,2009,MI,FIR,2,26,26,0,0,0,0,0,15
SWARM,2008,255-09,92672,OK 9/08 TS Lowell Flooding,9/12/08,2009,OK,HUR,2,4,81,0,0,1,4,4,19
SWARM,2008,265-09,92696,Sulphur Sprngs TX 9/08 MFF,9/13/08,2009,TX,FIR,2,21,37,0,0,1,0,12,10
Crossroads,2008,267-09,92720,OH 9/08 Hur Ike Windstorm,9/13/08,2009,OH,HUR,3,94,519,6,5,22,244,1168,851
Crossroads,2008,229-09,92703,KY 9/08 Hurr Ike Windstorm,9/14/08,2009,KY,HUR,3,28,331028,1,0,8,313,184,416
Crossroads,2008,225-09,92706,Michigan 9/08 Hur Ike FLD,9/15/08,2009,MI,HUR,2,11,159,0,0,2,2,2,100
North Central,2008,259-09,92674,MO 9/08 HUR Ike Flooding,9/15/08,2009,MO,HUR,3,318,771,0,1,3,42,9,92
North Central,2008,260-09,92675,IL 9/08 TS Lowell & HUR Ik,9/15/08,2009,IL,HUR,3,427,3013,2,8,9,2145,367,373
Crossroads,2008,262-09,92676,IN 9/08 HUR Ike Flooding,9/15/08,2009,IN,HUR,1,0,0,0,0,0,0,0,20
North Central,2008,202-09,92807,"Elk River, MN 09/08 MFF",9/20/08,2009,MN,FIR,2,59,59,0,0,0,0,0,6
SE and Caribbean,2008,224-09,92848,Puerto Rico 9/08 Flood,9/23/08,2009,PR,FLD,4,435,1362,5,0,0,0,0,344
Northeast,2008,277-09,93028,Hoboken NJ 10/08 MFF,10/1/08,2009,NJ,FIR,1,12,68,1,6,1,49,14,17
Mid Atlantic,2008,287-09,93219,Anderson SC 10/08 MFF,10/12/08,2009,SC,FIR,2,16,40,0,0,1,0,13,14
SE and Caribbean,2008,288-09,93318,Hurricane Omar USVI 10/08,10/13/08,2009,VI,HUR,2,0,0,0,0,4,131,131,90
Pacific,2008,298-09,93249,Southern CA 10/08 Wildfire,10/13/08,2009,CA,FOR,3,63,66,0,2,11,416,407,609
SE and Caribbean,2008,292-09,93361,Hurricane Omar 10/08 PR,10/14/08,2009,PR,HUR,1,0,0,0,0,0,0,0,14
Northeast,2008,300-09,93365,"Patterson, NJ 10/08 MFF",10/19/08,2009,NJ,FIR,2,14,15,0,0,1,17,17,19
SE and Caribbean,2008,301-09,93386,"Decatur, GA 10/08 MFF",10/22/08,2009,GA,FIR,1,0,0,0,0,0,0,0,0
Northeast,2008,302-09,93571,"Methuen, MA 10/08 MFF",10/30/08,2009,MA,FIR,1,67,67,0,0,1,0,0,16
Northeast,2008,305-09,93784,MV 09 0027 Lawrence/Greenw,11/6/08,2009,MA,FIR,2,14,14,0,1,1,10,10,18
North Central,2008,306-09,93856,South Dakota 11/08 BLI,11/6/08,2009,SD,BLI,2,0,0,0,0,3,47,0,16
Pacific,2008,308-09,93932,Santa Barbara CA 11/08 WF,11/13/08,2009,CA,FOR,1,0,0,1,13,3,186,214,134
Pacific,2008,309-09,93936,California Wildfires 11/08,11/14/08,2009,CA,FOR,4,952,1162,0,44,17,1772,3952,804
Mid Atlantic,2008,310-09,93934,"Wilson&Johnston Cty, NC 11",11/15/08,2009,NC,TOR,2,23,60,2,5,1,0,29,30
Pacific,2008,320-09,93935,Corona Fire 11/08,11/15/08,2009,CA,FOR,1,0,0,0,10,3,192,893,155
Northeast,2008,323-09,94147,Lebanon NH 11/08 MFF,11/24/08,2009,NH,FIR,2,12,12,0,2,0,0,0,14
Northeast,2008,327-09,94267,"Norwich, CT 11/08 MFF",11/30/08,2009,CT,FIR,2,10,13,0,0,0,0,0,13
SWARM,2008,331-09,94596,Little Rock AR 11/08 MFF,11/30/08,2009,AR,FIR,2,5,12,0,0,0,0,0,4
Northeast,2008,364-09,95332,Manchester NH 12/08 MFF,12/7/08,2009,NH,FIR,2,24,24,1,0,0,0,0,11
SWARM,2008,329-09,94531,North Texas 12/08 Wndstrm,12/9/08,2009,TX,OST,1,24,102,0,0,0,0,0,27
Pacific,2008,395-09,96251,Union St MFF,12/9/08,2009,CA,FIR,1,5,5,0,0,0,0,0,0
Pacific,2008,333-09,94703,Hawaii 12/08 Floods,12/11/08,2009,HI,FLD,3,58,392,0,0,6,275,106,68
Northeast,2008,334-09,94693,NE NY 12/08 Ice Storm,12/12/08,2009,NY,BLI,3,7,54,3,0,25,772,642,286
Northeast,2008,336-09,94694,NH 12/08 Ice Storms,12/12/08,2009,NH,BLI,3,0,0,3,5,15,3025,1445,369
Northeast,2008,337-09,94699,MA 12/08 Ice Storm,12/12/08,2009,MA,BLI,3,10,30035,1,4,45,5148,1933,362
SWARM,2008,338-09,94880,"SLC, UT 12/08 MFF",12/13/08,2009,UT,FIR,2,39,39,0,0,1,15,0,16
Northeast,2008,339-09,94866,Catherine Street Fire,12/18/08,2009,NY,FIR,2,31,31,0,1,1,2,2,14
Crossroads,2008,340-09,94964,NE IN 12/09 Ice Storm,12/19/08,2009,IN,BLI,2,0,0,0,0,5,903,448,204
North Central,2008,346-09,95022,"Burnsville, MN 12/08 MFF",12/22/08,2009,MN,FIR,2,64,128,0,0,1,1,29,25
Crossroads,2008,349-09,95137,"Richmond Hts, OH 12/08 MFF",12/28/08,2009,OH,FIR,2,15,32,0,0,0,0,0,8
Pacific,2008,423-09,96799,Oregon 12/08 Fld,12/28/08,2009,OR,FLD,1,19,34,0,0,8,0,26,0
Crossroads,2008,355-09,95179,Fairmont WV 12/08 MFF,12/30/08,2009,WV,FIR,2,86,86,1,10,1,39,50,25
Mid Atlantic,2009,363-09,95229,"Phila, PA 01/09 Benson MFF",1/1/09,2009,PA,FIR,2,51,51,1,0,1,3,3,14
Pacific,2009,368-09,95404,Western Washington Flood,1/7/09,2009,WA,FLD,3,304,1910,0,5,34,1208,190,391
SWARM,2009,369-09,95458,Houston TX 1/09 MFF,1/9/09,2009,TX,FIR,2,15,22,0,0,0,0,0,6
Mid Atlantic,2009,402-09,95461,Philly 1/09 Broad St. MFF,1/10/09,2009,PA,FIR,2,50,50,0,0,1,0,0,15
Northeast,2009,370-09,95796,"Danbury, CT 01/09 MFF",1/16/09,2009,CT,FIR,2,13,13,0,0,1,27,27,35
Mid Atlantic,2009,961-09,100845,Inauguration 1/09,1/16/09,2009,DC,OTH,4,0,0,0,2,5,0,0,132
Pacific,2009,373-09,95812,"SeaTac, WA 1/09 MFF",1/17/09,2009,WA,FIR,2,22,46,2,2,1,5,1,36
Mid Atlantic,2009,375-09,96048,"Coatesville, PA 1/09 MFF",1/24/09,2009,PA,FIR,2,20,50,0,0,0,0,0,10
SWARM,2009,379-09,96193,Arkansas 01/09 Ice Storm,1/27/09,2009,AR,BLI,4,70,70,15,7,21,6132,1612,279
Crossroads,2009,380-09,96194,Kentucky 01/09 Ice Storms,1/27/09,2009,KY,BLI,3,5,8,12,9,132,23122,7848,2189
North Central,2009,383-09,96196,So. MO 01/09 Ice Storm,1/27/09,2009,MO,BLI,4,25,80025,7,4,30,6686,3342,187
Crossroads,2009,384-09,96248,Ohio 1/09 Winter Storm,1/27/09,2009,OH,BLI,2,0,0,0,0,22,801,597,317
SE and Caribbean,2009,386-09,96246,TN 1/09 Ice Storms,1/27/09,2009,TN,BLI,2,0,0,0,0,10,1045,319,16
SWARM,2009,391-09,96256,Oklahoma 1/09 Ice Storm,1/27/09,2009,OK,BLI,3,11,143,0,0,7,474,129,66
Crossroads,2009,485-09,99976,Murray KY 01/09 MFF,1/28/09,2009,KY,FIR,2,21,21,0,0,1,0,0,2
Crossroads,2009,387-09,96254,"Indianapolis, IN 1/09 MFF",1/30/09,2009,IN,FIR,2,13,14,0,0,0,0,0,6
SWARM,2009,392-09,96640,Oklahoma 2/09 TOR,2/10/09,2009,OK,TOR,3,404,608,8,52,2,24,1,149
Northeast,2009,400-09,96749,Cnt. flt 3407 Crsh 2/09 NY,2/12/09,2009,NY,TRA,2,2,26,50,0,0,0,0,165
SE and Caribbean,2009,403-09,96982,South Georgia 02/09 TOR,2/18/09,2009,GA,TOR,1,0,0,0,0,1,17,17,16
North Central,2009,404-09,97154,Montgomery MN 2/09 MFF,2/20/09,2009,MN,FIR,1,43,43,0,0,0,0,0,8
Pacific,2009,411-09,97329,"Seattle, WA 2/09 MFF",2/26/09,2009,WA,FIR,2,4,39,0,5,1,210,74,67
SWARM,2009,413-09,97340,N. Little Rock 2/09 MFF,2/26/09,2009,AR,FIR,2,7,8,0,1,0,0,0,7
SE and Caribbean,2009,405-09,97281,Salem Al 2/09 Tornado,2/28/09,2009,AL,TOR,1,21,38,0,0,0,0,0,27
Crossroads,2009,408-09,97299,Willard OH 3/09 MFF,3/1/09,2009,OH,FIR,2,7,8,0,0,0,0,0,3
Northeast,2009,416-09,97552,"Worcester, MA 3/09 MFF",3/5/09,2009,MA,FIR,2,10,10,0,0,1,9,9,32
Crossroads,2009,417-09,97686,Indiana 3/09 FLT,3/12/09,2009,IN,FLT,2,22,297,0,0,10,56,23,87
Mid Atlantic,2009,318-09,97726,Scranton PA 3/09 MFF,3/14/09,2009,PA,FIR,1,0,0,0,0,0,0,0,0
Mid Atlantic,2009,418-09,97731,Scranton PA 03/09 MFF,3/14/09,2009,PA,FIR,1,3,3,0,2,0,0,0,5
SWARM,2009,421-09,97949,Orange TX MFF 3/09,3/18/09,2009,TX,FIR,2,48,96,0,0,0,0,0,10
North Central,2009,419-09,97899,North Dakota 03/09 Flood,3/19/09,2009,ND,FLD,4,399,1181,2,18,10,1431,455,838
North Central,2009,422-09,97955,Aviation Crash 3/09 MT TRA,3/22/09,2009,MT,TRA,1,0,0,14,0,0,0,0,18
SE and Caribbean,2009,430-09,98390,Southeast LA 3/09 Floods,3/25/09,2009,LA,FLT,2,22,282,0,0,1,6,6,20
SE and Caribbean,2009,424-09,98080,Magee MS 3/09 Tornado,3/26/09,2009,MS,TOR,2,59,117,0,23,5,0,0,54
SE and Caribbean,2009,425-09,98160,Northern FL 3/09 FLD,3/28/09,2009,FL,FLD,4,152,985,3,2,11,155,76,224
SE and Caribbean,2009,426-09,98263,Southeast AL 3/09 Floods,3/29/09,2009,AL,FLD,2,39,1000,0,0,1,0,8,62
SE and Caribbean,2009,428-09,98309,South Georgia 4/09 FLD,4/2/09,2009,GA,FLD,3,105,255,0,0,8,18,24,105
SWARM,2009,429-09,98333,SE TX 04/09 Wildfire,4/3/09,2009,TX,FOR,2,35,60,0,4,0,0,0,3
SWARM,2009,432-09,98541,N Central Texas 4/09 Wild,4/9/09,2009,TX,FOR,3,133,4600,3,20,3,0,36,182
SWARM,2009,437-09,98550,Southeastern OK 4/09 TOR,4/9/09,2009,OK,TOR,1,6,6,0,5,0,0,0,3
SWARM,2009,439-09,98511,W Central OK 4/09 Wildfire,4/9/09,2009,OK,FOR,3,251,679,0,5,3,30,12,191
SWARM,2009,441-09,98529,Arkansas 4/09 TOR,4/9/09,2009,AR,TOR,3,421,753,3,0,0,0,0,74
SE and Caribbean,2009,444-09,98787,"Augusta, GA Region 4/09 TO",4/9/09,2009,GA,TOR,1,45,85,0,0,1,0,0,22
SE and Caribbean,2009,443-09,98542,Central Tennessee 4/09 TOR,4/10/09,2009,TN,TOR,2,408,547,2,49,1,20,16,315
SE and Caribbean,2009,435-09,98543,North Alabama 4/09 TOR,4/11/09,2009,AL,TOR,2,177,397,2,9,1,1,11,55
Mid Atlantic,2009,436-09,98544,Central SC 4/09 Tornadoes,4/11/09,2009,SC,TOR,3,156,408,1,11,6,18,28,177
Northeast,2009,445-09,98737,New Bedford MA 4/09 MFF,4/15/09,2009,MA,FIR,2,12,13,0,0,0,0,0,8
Northeast,2009,446-09,98836,Northern NJ 4/09 MFF,4/17/09,2009,NJ,FIR,2,15,18,0,0,0,0,0,6
Mid Atlantic,2009,448-09,98929,Coastal SC 4/09 Wildfire,4/22/09,2009,SC,FOR,3,83,161,0,0,4,8,385,97
SWARM,2009,451-09,99039,"Houston, TX 4/09 FLD",4/28/09,2009,TX,FLD,1,11,1019,1,0,3,0,0,32
SE and Caribbean,2009,452-09,99123,North Louisiana 5/09 TOR,5/3/09,2009,LA,TOR,2,55,92,0,3,0,0,0,37
Northeast,2009,453-09,99168,NNJ 5/09 MFF Newark,5/3/09,2009,NJ,FIR,1,40,40,0,3,0,0,0,14
SWARM,2009,456-09,99266,Austin TX 05/09 MFF,5/4/09,2009,TX,FIR,2,42,47,1,13,1,74,0,86
Pacific,2009,455-09,99270,Alaska 5/09 Floods,5/5/09,2009,AK,FLD,2,94,167,0,0,0,0,0,7
SWARM,2009,454-09,99233,Southern AR 5/09 FLD,5/6/09,2009,AR,FLD,2,58,153,0,0,0,0,0,27
North Central,2009,465-09,99322,"Rolling Mdws, IL 5/09 MFF",5/7/09,2009,IL,FIR,2,27,27,0,1,0,7,15,11
North Central,2009,467-09,99324,"Cicero, IL 5/09 MFF",5/7/09,2009,IL,FIR,2,26,26,0,0,0,0,0,5
North Central,2009,458-09,99268,Missouri 5/09 TOR,5/8/09,2009,MO,TOR,4,831,3053,8,13,10,249,6,161
Crossroads,2009,462-09,99287,Kentucky 5/09 FLD,5/8/09,2009,KY,FLD,4,899,2132,2,1,5,185,81,178
Crossroads,2009,459-09,99269,West Virginia 5/09 FLD,5/9/09,2009,WV,FLD,4,764,3576,0,0,2,13,10,139
SWARM,2009,471-09,99473,"Bonham, TX 5/09 MFF",5/17/09,2009,TX,FIR,2,16,16,3,0,1,0,24,16
SE and Caribbean,2009,483-09,99572,Central FL 5/09 FLD,5/22/09,2009,FL,FLD,3,120,890,0,0,3,317,65,81
North Central,2009,490-09,100442,SE WI 6/09 Floods,6/19/09,2009,WI,FLD,2,6,31,0,0,0,0,0,25
SE and Caribbean,2009,488-09,100242,Savannah GA 06/09 MFF,6/20/09,2009,GA,FIR,2,24,24,0,0,1,0,0,29
North Central,2009,497-10,100107,Johnston City IL 06/09 Fir,6/14/09,2010,IL,FIR,2,4,12,0,0,0,0,0,4
Mid Atlantic,2009,491-10,100659,Erie PA 6/09 FLD,6/30/09,2010,PA,FLD,2,0,40,0,0,1,5,10,36
Crossroads,2009,493-10,100692,"Kalamazoo, MI 6/09 MFF",6/30/09,2010,MI,FIR,2,20,29,0,0,1,22,22,34
SWARM,2009,670-10,101169,Oklahoma City Bombing,7/1/09,2010,OK,EXP,3,0,0,0,0,0,0,0,181
SWARM,2009,495-10,100806,Houston TX 06/09 MFF,7/3/09,2010,TX,FIR,2,26,47,0,0,1,11,11,8
SE and Caribbean,2009,498-10,100991,Kissimmee FL 07/09 FLD,7/12/09,2010,FL,FLD,2,18,167,0,0,0,0,0,17
